is_incumbent,cycle ,not_seeking_reelection,other_office_sought ,other_fec_id ,name,pty ,party ,fec_id ,pcc ,election_year,state,office,office_district,term_class,total_receipts,total_contributions,total_disbursements,outstanding_loans,cash_on_hand,cash_on_hand_date,total_independent_expenditures,independent_expenditures_supporting,independent_expenditures_opposing
False,2016,False,,,"FEINGOLD, RUSSELL DANA",DEM,D,S8WI00026,C00279901,2016,WI,S,00,3,2341968.00,2341790.00,304973.00,29861.00,2036995.00,2015-06-30,168.81,0.00,168.81
False,2016,False,,,"HOFFMAN, RALPH ROBBIE MR. SIR.",DEM,D,P60008257,C00580514,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BROWN, HARLEY D",NNE,,P00004275,C00569442,2016,US,P,00,,12847.39,215.00,11683.89,0.00,1918.42,2015-07-08,0.00,0.00,0.00
False,2016,False,,,"KITTREDGE, GARY STEPHEN",UN,,P60007192,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BARVE, KUMAR",DEM,D,H6MD08291,C00305656,2016,MD,H,08,,0.00,0.00,0.00,0.00,6736.73,2015-03-31,0.00,0.00,0.00
True,2016,False,,,"LONG, BILLY MR.",REP,R,H0MO07113,C00460063,2016,MO,H,07,,360330.13,201720.00,249674.59,0.00,673720.10,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"YOUNG, DONALD E",REP,R,H6AK00045,C00012229,2016,AK,H,00,,226526.60,142613.65,167805.72,0.00,546941.00,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"GRISHAN, MICHELLE LIYAN",DEM,D,H6NM01111,,2016,NM,H,01,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"GYURKO, ZOLTAN ISTVAN",OTH,,P60008190,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"GRIJALVA, RAUL M",DEM,D,H2AZ07070,C00374058,2016,AZ,H,03,,93192.16,55797.51,89429.25,15248.56,39850.93,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"SLAVENS, JOHN CALVIN",REP,R,H6TX03150,C00576488,2016,TX,H,03,,19144.32,13662.98,7287.59,0.00,11856.73,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"WEAVER, KIMBERLY",DEM,D,H6IA04134,,2016,IA,H,04,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BELL, JAMES JEROME MR.",DEM,D,P60007523,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"FELLURE, LOWELL JACKSON",REP,R,P20000089,C00536367,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"HUFFMAN, JARED MR",DEM,D,H2CA06259,C00536680,2016,CA,H,02,,237761.58,160062.10,173974.46,1951.64,448339.41,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"NAPOLITANO, GRACE",DEM,D,H8CA34068,C00334706,2016,CA,H,32,,61829.38,9828.11,20835.69,0.00,292678.93,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"POE, TED",REP,R,H4TX02108,C00392670,2016,TX,H,02,,226152.01,117407.00,198197.11,0.00,1877516.43,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"FLEMING, JOHN C MR. JR.",REP,R,H8LA04225,C00445015,2016,LA,H,04,,1126611.52,516680.69,141831.92,673735.08,2075535.36,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"KHOURI, TONIA",REP,R,H6IL11117,C00575639,2016,IL,H,11,,322450.33,107200.00,22220.75,215250.00,300229.58,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"BOSS, JEFFREY HARLAN",DEM,D,P80005077,C00463463,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"HARDIE, MARK CHARLES MR",DEM,D,P60009719,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"CALONE, DAVID L",DEM,D,H6NY01118,C00577080,2016,NY,H,01,,505072.91,443955.71,33422.77,25000.00,471650.14,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"RICE, KATHLEEN",DEM,D,H4NY04075,C00555813,2016,NY,H,04,,562270.09,334692.34,392407.58,0.00,198817.18,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"GRIFFITH, H MORGAN",REP,R,H0VA09055,C00477240,2016,VA,H,09,,261855.58,51222.58,224610.06,0.00,193937.43,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"NAPODANO, MICHAEL ANDREW",IND,,P60009339,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"BARLETTA, LOU",REP,R,H2PA11098,C00445122,2016,PA,H,11,,227214.95,82185.00,146705.38,137566.64,167943.77,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"BROWN, LIZ",REP,R,H6IN03237,,2016,IN,H,03,,123767.48,48165.00,593.07,100.00,123174.41,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"NEAL, RICHARD E MR.",DEM,D,H8MA02041,C00226522,2016,MA,H,01,,379417.33,117296.00,249900.31,0.00,2764124.50,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"KORB, STEVEN GERARD",IND,,P60009503,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SCHOCK, AARON JON MR.",REP,R,H8IL18043,C00437756,2016,IL,H,18,,255356.39,76265.00,1435422.16,746985.45,2110715.91,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"NGUYEN, BAO QUOC",DEM,D,H6CA46140,C00582338,2016,CA,H,46,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"KAPTUR, MARCY C HON.",DEM,D,H2OH09031,C00154625,2016,OH,H,09,,139800.62,45665.62,124281.96,0.00,384763.18,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"FARR, SAM",DEM,D,H4CA17021,C00290429,2016,CA,H,20,,118976.40,62020.40,103122.20,0.00,124566.90,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"FOXX, VIRGINIA ANN",REP,R,H4NC05146,C00386748,2016,NC,H,05,,322416.10,218995.23,105376.27,0.00,2253951.54,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"ENGEL, ELIOT L. REP.",DEM,D,H8NY19058,C00236513,2016,NY,H,16,,231835.00,146585.00,210147.02,0.00,295674.58,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"FORSYTH, JOHN SCOTT",DEM,D,P60007739,C00578930,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"JOHNSON, SAM MR.",REP,R,H2TX03118,C00250720,2016,TX,H,03,,313763.94,78594.31,146596.98,0.00,672883.99,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"POCAN, MARK",DEM,D,H2WI02124,C00502179,2016,WI,H,02,,181244.10,108744.10,147432.21,0.00,221361.76,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"HOWARD, WILLIAM BURN MR",IND,,P60006517,C00575407,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"O'GRADY, TIMOTHY PATRICK",IND,,P60006533,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"GLENN, DARRYL",REP,R,S6CO00226,C00572594,2016,CO,S,00,3,33319.00,16290.00,21806.00,16479.00,11512.00,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"FITZPATRICK, MICHAEL G.",REP,R,H4PA08074,C00475103,2016,PA,H,08,,109259.30,0.00,89866.08,0.00,1096111.13,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"KARST, RICHARD",HEL,,P60008802,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"VAN BERNUM, GEORGE JOSEPH MR. JR",IND,,P60008315,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MOLNAR, ROBERT",REP,R,S6CA00568,C00570259,2016,CA,S,00,3,1000.00,1000.00,2000.00,0.00,0.00,2015-03-31,0.00,0.00,0.00
False,2016,False,,,"BLATT, DOUGLAS JAMES MR",DEM,D,H6TX22234,C00583252,2016,TX,H,22,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MELLON, ROBERT",DEM,D,H6IL18153,C00582460,2015,IL,H,18,,10769.00,10769.00,9503.50,0.00,1265.50,2015-09-30,0.00,0.00,0.00
False,2016,False,,,"TAGERT, MIKE",REP,R,H6MS01149,C00574244,2015,MS,H,01,,481355.00,458655.00,440287.18,0.00,41067.82,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"SHEA-PORTER, CAROL",DEM,D,H6NH01230,C00419978,2016,NH,H,01,,12590.65,4078.34,31557.33,2876.34,1664.95,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"COLE, TOM",REP,R,H2OK04055,C00379735,2016,OK,H,04,,538522.65,266764.08,168941.79,0.00,1352906.57,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"BEATTY, JOYCE",DEM,D,H2OH03125,C00507368,2016,OH,H,03,,171356.77,56466.14,124179.72,27500.00,405904.51,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"BRANDKAMP, SPENCER",W,,P60007358,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DEL HIERRO, ARTURO MR",IND,,P60007382,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"CURBELO, CARLOS",REP,R,H4FL26038,C00546846,2016,FL,H,26,,1151712.67,544924.58,168536.29,43485.00,993456.88,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"WALSH, JOHN R III",DEM,D,P60006988,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"CROWLEY, JOSEPH",DEM,D,H8NY07046,C00338954,2016,NY,H,14,,654749.98,177943.64,785980.46,0.00,1102026.96,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"CARTER, WILLIE FELIX",DEM,D,P80000268,C00202176,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BRAUL, HARRY WILLIAM III",DEM,D,P60007630,C00578534,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"CRABTREE, VALLERI",DEM,D,H6FL09146,C00570820,2016,FL,H,09,,16930.58,8870.63,16018.58,8943.16,1142.76,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"TROTT, DAVID A",REP,R,H4MI11097,C00548941,2016,MI,H,11,,400482.49,284265.00,101721.12,269325.22,349209.38,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"SANCHEZ, LINDA",DEM,D,H2CA39078,C00384057,2016,CA,H,38,,417434.14,137237.98,258009.65,0.00,598131.52,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"GOODLATTE, ROBERT W.",REP,R,H2VA06115,C00257956,2016,VA,H,06,,416002.20,207813.34,252853.51,0.00,1141650.70,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"HEINZ, MATTHEW GERALD",DEM,D,H2AZ08078,C00511394,2016,AZ,H,02,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MINNING, DENA MARIE DR. MD",DEM,D,H6FL09187,C00581926,2016,FL,H,09,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"MACARTHUR, THOMAS",REP,R,H4NJ03130,C00557520,2016,NJ,H,03,,385333.48,126147.00,160637.75,514627.90,229081.70,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"PICA, LOUIS S",NNE,,P60006285,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"CAT, BUDDY THE",DEM,D,P60009487,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SCHROEDER, DANIEL MICHAEL",REP,R,S6MD03433,C00544700,2016,MD,S,00,3,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"XUNA, JOHN",DEM,D,H6FL18063,,2016,FL,H,18,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"TACHERRA, JOHNNY",REP,R,H2CA16100,C00547885,2016,CA,H,16,,117299.00,111274.00,91174.24,14616.13,28432.19,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"LAVIGNE, JONATHAN PAUL",DEM,D,P60006095,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"TAMS, MICHAEL A",REP,R,H6IL11125,C00580977,2016,IL,H,11,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"GRAY, CASEY LOGSDON",REP,R,H6CA28155,,2016,CA,H,28,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"VENTURA, ANDRE F",UNK,,P80005770,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"BECERRA, XAVIER",DEM,D,H2CA30143,C00264101,2016,CA,H,34,,485844.30,181725.58,361150.85,0.00,1413631.97,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"WELLS, ANDRE",W,,P60006897,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DUNCAN, LARRY WELDON",NNE,,P60006871,C00577809,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"KISSI, ALEXANDER OB. BISHOP",REP,R,P60008877,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SCARBOROUGH, LARRY D",UNK,,P60005774,C00572065,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"FRANKS, TRENT",REP,R,H4AZ04024,C00367110,2016,AZ,H,08,,58338.00,24088.00,60280.85,230586.40,4106.59,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"NIKPOUR, NOELLE",REP,R,H6FL18139,,2016,FL,H,18,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"LANE, JAMES",GRE,,H6NY11182,C00573691,2015,NY,H,11,,14241.00,12889.00,13983.11,0.00,257.89,2015-07-07,0.00,0.00,0.00
False,2016,False,,,"MADDUX, ROBERT CRANFORD",DEM,D,H6VA07114,C00574996,2016,VA,H,07,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"ESTY, ELIZABETH",DEM,D,H2CT05131,C00494203,2016,CT,H,05,,513752.55,358621.61,180636.35,149250.00,380444.78,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"TAKAI, KYLE MARK",DEM,D,H4HI01134,C00548131,2016,HI,H,01,,389959.41,219560.26,140123.01,50000.00,307372.19,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"MCNEAL JOHNSON, WILLIAM JOSEPH",IND,,P60006459,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"DAVIS, SUSAN",DEM,D,H0CA49055,C00344671,2016,CA,H,53,,106985.49,50483.32,91132.31,0.00,257656.68,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"PALLONE, FRANK JR",DEM,D,H8NJ03073,C00226928,2016,NJ,H,06,,511324.14,142301.00,390505.08,0.00,624878.66,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"RYAN, TIMOTHY J.",DEM,D,H2OH17109,C00373464,2016,OH,H,13,,177279.14,98796.00,212286.28,0.00,351115.38,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"LEHIGH, ROBERT FANE",IND,,P60004926,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"WHITFIELD, WAYNE EDWARD",REP,R,H4KY01040,C00289983,2016,KY,H,01,,456366.42,75083.00,216258.39,0.00,2166703.50,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"ROHRBACKER, RUSSELL WILLIAM",DEM,D,P60009032,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"KOZELL, RICHARD STEVEN III",REP,R,H6FL18105,C00579102,2016,FL,H,18,,100742.83,98641.02,2978.93,100.00,97763.90,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"MURPHY, PATRICK",DEM,D,H4IA01069,C00541938,2016,IA,H,01,,2229.32,2229.32,3495.85,0.00,68.30,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"HOWARD, ALBERT",REP,R,S6CA00659,C00574285,2016,CA,S,00,3,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"CHENG, XIANGFEI ""SCOTT""",REP,R,H6MD06188,C00571661,2016,MD,H,06,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MATTHEWS, ANDREW",REP,R,H6NV03071,C00581983,2016,NV,H,03,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"NEGRON, REBECCA",REP,R,H6FL18055,C00575910,2016,FL,H,18,,175282.12,164782.12,329.77,0.00,174952.35,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"TUCK, MICKEY",REP,R,H6GA14011,C00582585,2016,GA,H,14,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BARTLEY, LORI ANITA MRS.",REP,R,H6TX18141,,2016,TX,H,18,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"FLYNN, MICHAEL",REP,R,H6IL18104,C00576264,2015,IL,H,18,,146818.99,127922.99,83722.51,0.00,55014.81,2015-06-30,13932.51,13932.51,0.00
True,2016,False,,,"LEE, MIKE",REP,R,S0UT00165,C00473827,2016,UT,S,,3,1566912.00,1531067.00,739263.00,0.00,1194912.00,2015-06-30,110739.96,110739.96,0.00
True,2016,False,,,"VITTER, DAVID B",REP,R,S4LA00057,C00394593,2016,LA,S,,3,110091.00,107660.00,62373.00,0.00,88859.00,2015-06-30,31.00,31.00,0.00
False,2016,False,,,"KROEGER, GARY",DEM,D,H6IA01163,,2016,IA,H,01,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"JEWELL, ROGER",LIB,,P60008810,C00581082,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"VELAZQUEZ, NYDIA M.",DEM,D,H2NY00010,C00271312,2016,NY,H,07,,62410.00,660.00,125656.17,7736.52,176473.70,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"BARNES, DYJUAN D",,,P60007788,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"LIEBNITZKY, WAYNE",REP,R,H6FL09195,C00582015,2016,FL,H,09,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"HARPER, GREGG",REP,R,H8MS03067,C00441295,2016,MS,H,03,,157780.00,22200.00,203695.76,0.00,767267.13,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"MCGINTY, KATHLEEN ALANA",DEM,D,S6PA00266,C00582809,2016,PA,S,00,3,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SMIGIEL, SR., MICHAEL D. MR.",REP,R,H6MD01213,C00576751,2016,MD,H,01,,9827.00,9827.00,2164.27,0.00,7662.73,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"FLORES, MATTHEW DAVID",W,,P60007846,C00579185,2015,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"STIVERS, STEVE MR.",REP,R,H8OH15076,C00441352,2016,OH,H,15,,838014.26,307175.60,241623.94,0.00,1529533.04,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"GILMORE, JAMES S III",REP,R,P80003379,C00431288,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BLAIR, MICHAEL KENT",IND,,P60006855,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"EVANS, JONATHAN THOMAS",IND,,P60006129,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"CROSTON, TIMOTHY",NNE,,P60006863,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"NAUGHTON, SHAUGHNESSY",DEM,D,H4PA08116,C00544288,2016,PA,H,08,,319908.74,317658.74,78824.37,38850.91,242172.95,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"JONES, LATERESA ANN",REP,R,S6FL00277,C00552711,2016,FL,S,00,3,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"SCOTT, DAVID ALBERT",DEM,D,H2GA13012,C00369801,2016,GA,H,13,,181459.33,5200.00,152556.39,48320.00,81761.03,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"PRICE, DAVID E.",DEM,D,H6NC04037,C00195628,2016,NC,H,04,,115104.75,62800.00,150649.95,0.00,180864.01,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"LAW, PHILIP JOSEPH",REP,R,H6NC03138,C00573766,2016,NC,H,03,,80617.06,59041.98,21047.60,8500.00,59569.46,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"HOINOSKI, DALE",IND,,P80005101,C00566125,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"EDWARDS, JENNY",UNK,,P00004507,C00356402,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BORMAN, MATTHEW JAY",AMP,,P80004344,C00435511,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"FAREED, JUSTIN",REP,R,H4CA24142,C00572560,2016,CA,H,24,,220404.99,208404.99,30325.68,761.38,190079.31,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"ERWIN, FRANK",NNE,,P60009230,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"CASTILLO, JOHN MICHAEL MR",IND,,P60006384,,2015,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SMITHERMAN, TONY",OTH,,P60007259,C00577403,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DELL, CRAIG STEVEN",IND,,P60006970,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"OWENS, H DOUGLAS",DEM,D,H4UT04011,C00556407,2016,UT,H,04,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BLASS, PIOTR DR",NNE,,P60005618,C00570689,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"BROOKS, MO",REP,R,H0AL05163,C00464149,2016,AL,H,05,,157677.00,78777.00,31139.56,1018.96,940973.72,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"STEINBERG, MICHAEL ALAN",DEM,D,P60005055,C00552836,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,2015-03-31,0.00,0.00,0.00
True,2016,False,,,"BLUNT, ROY",REP,R,S0MO00183,C00304758,2016,MO,S,,3,2420276.00,2348594.00,791301.00,73438.00,3842910.00,2015-06-30,,,
True,2016,False,,,"MOULTON, SETH",DEM,D,H4MA06090,C00547240,2016,MA,H,06,,739961.26,570252.26,255544.92,0.00,521715.27,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"KIEHNE, GARY",REP,R,H4AZ01145,C00572057,2016,AZ,H,01,,525674.68,89698.00,36136.18,455172.14,489538.50,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"STAINFIELD, TAMI L",NNE,,P20003158,C00498824,2016,US,P,00,,1.20,0.00,1437.22,0.00,2977.33,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"BOSLEY, MERIDI RICHARDSON",DEM,D,P60007085,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"LOBIONDO, FRANK A.",REP,R,H2NJ02037,C00269340,2016,NJ,H,02,,300396.81,60338.69,149558.90,24114.12,543998.13,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"SLEGGS, MARK MR.",REP,R,P60007531,C00578088,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"GRIMALDI, NEIL",DEM,D,P60008158,C00579615,2015,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MAST, BRIAN",REP,R,H6FL18097,,2016,FL,H,18,,70270.00,68270.00,2709.35,9499.36,67560.65,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"AMODEI, MARK EUGENE",REP,R,H2NV02395,C00496760,2016,NV,H,02,,175835.51,100450.00,100377.94,9000.00,270835.97,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"GRIBBLE, QUANCIDINE HINSON",DEM,D,P60008323,C00579987,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"WALKER, BRADLEY MARK",REP,R,H4NC06052,C00543231,2016,NC,H,06,,138048.85,77085.00,51686.53,0.00,101154.68,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"WARD, KELLI",REP,R,S6AZ00233,C00581843,2016,AZ,S,00,3,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"LEVIN, SANDER M MR",DEM,D,H2MI17023,C00156612,2016,MI,H,09,,197823.56,32064.29,245846.35,0.00,151642.45,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"CLAWSON, CURTIS J",REP,R,H4FL19074,C00554972,2016,FL,H,19,,310719.47,305719.47,117737.55,3825000.00,229598.47,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"JONES, SUE LISA",IND,,P60005980,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"DEUTCH, THEODORE ELIOT",DEM,D,H0FL19080,C00469163,2016,FL,H,21,,251778.89,208614.00,222676.69,0.00,559068.55,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"GRAHAM, MARK BLAIR",W,,P80003544,C00495739,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"WRIGHT, KEITH L T",DEM,D,H6NY13105,C00579433,2016,NY,H,13,,146635.58,135135.58,25125.63,0.00,121509.95,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"HULTGREN, RANDY",REP,R,H0IL14080,C00467522,2016,IL,H,14,,245655.00,53105.00,209838.22,0.00,316678.45,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"MENARD, ROLAND DURPHY III",IND,,P20004297,C00565564,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
